cpf,nome_completo,email,uf,dt_nascimento
14267183033,Stella Afonso,stella.afonso@hotmail.com,RJ,1984-03-16
14365009989,Benicio Afonso,benicio.afonso@outlook.com,RN,1985-05-24
14461093643,Maria Liz Afonso,marializ.afonso@gmail.com,RS,1971-01-16
14493225996,Leticia Afonso,leticia.afonso@hotmail.com,RO,1944-09-05
14652246450,Derick Afonso,derick.afonso@gmail.com,RR,1987-07-04
14753074390,Pietro Afonso,pietro.afonso@icloud.com,SC,1960-05-25
14790422657,Maria Julia Afonso,mariajulia.afonso@icloud.com,AC,1971-02-27
14861018040,Maria Julia Afonso,mariajulia.afonso@icloud.com,AL,1966-02-22
14928594664,Theodoro Afonso,theodoro.afonso@icloud.com,AP,1951-04-30
14937658289,Luisa Afonso,luisa.afonso@icloud.com,AM,1943-02-21
14971041706,Rebeca Afonso,rebeca.afonso@outlook.com,BA,1989-01-08
14992193675,Henry  Afonso,henry .afonso@hotmail.com,CE,1988-08-07
15003921354,Eduarda Afonso,eduarda.afonso@outlook.com,DF,1987-07-01
15042265383,Lorenzo Afonso,lorenzo.afonso@icloud.com,ES,1948-02-05
15050948137,Lis Afonso,lis.afonso@icloud.com,GO,1959-11-13
15057466717,Ana Vitoria Afonso,anavitoria.afonso@hotmail.com,MA,1986-08-21
15151571121,Ana Luisa Afonso,analuisa.afonso@gmail.com,MT,1988-01-04
15159766950,Maria Julia Afonso,mariajulia.afonso@icloud.com,MS,1944-08-02
15163105903,Lorenzo Afonso,lorenzo.afonso@gmail.com,MG,1988-04-21
15172317324,Juan Afonso,juan.afonso@outlook.com,PA,1987-05-17
15185008481,Maria Valentina Afonso,mariavalentina.afonso@gmail.com,PB,1989-07-13
15207262517,Gael Afonso,gael.afonso@hotmail.com,PR,1987-11-25
15247015534,Valentim Afonso,valentim.afonso@outlook.com,PE,1960-10-08
15263455859,Lorenzo Afonso,lorenzo.afonso@outlook.com,PI,1969-07-22
15305781605,Yago Afonso,yago.afonso@gmail.com,RJ,1942-11-03
15365234077,Louise Afonso,louise.afonso@gmail.com,RN,1959-08-04
15368747335,Danilo Afonso,danilo.afonso@gmail.com,RS,1987-05-15
15469896790,Heloise Afonso,heloise.afonso@gmail.com,RO,1988-03-13
15482885774,Danilo Afonso,danilo.afonso@hotmail.com,RR,1988-11-07
15512499314,Mathias Afonso,mathias.afonso@gmail.com,SC,1988-03-28
15622846760,Hugo Afonso,hugo.afonso@gmail.com,AC,1988-02-25
15662720405,Evellyn  Afonso,evellyn .afonso@icloud.com,AL,1988-05-19
15684521963,Vitor Hugo Afonso,vitorhugo.afonso@icloud.com,AP,1989-09-01
15742459046,Mariana Afonso,mariana.afonso@icloud.com,AM,1964-09-09
15760937283,Maite Afonso,maite.afonso@gmail.com,BA,1948-10-28
15764157559,Ana Luiza Afonso,analuiza.afonso@icloud.com,CE,1949-09-09
15773065794,Ravi Afonso,ravi.afonso@hotmail.com,DF,1964-12-14
15783876250,Olivia Afonso,olivia.afonso@hotmail.com,ES,1957-10-10
15800425885,Julia Afonso,julia.afonso@icloud.com,GO,1989-04-30
15850178288,Miguel Afonso,miguel.afonso@gmail.com,MA,1988-10-04
15896029078,Maria Cecilia Afonso,mariacecilia.afonso@gmail.com,MT,1988-02-21
15934943429,Benjamin Afonso,benjamin.afonso@hotmail.com,MS,1987-12-13
16007000867,Juan Afonso,juan.afonso@outlook.com,MG,1987-10-15
16067281817,Joao Paulo Afonso,joãopaulo.afonso@icloud.com,PA,1988-12-30
16075649668,Chloe Afonso,chloe.afonso@gmail.com,PB,1988-02-26
16077840848,Camila Afonso,camila.afonso@hotmail.com,PR,1987-07-24
16116108701,Samuel Afonso,samuel.afonso@icloud.com,PE,1987-05-11
16216108692,Heloise Afonso,heloise.afonso@outlook.com,PI,1988-03-01
16234215157,Stella Afonso,stella.afonso@outlook.com,RJ,1988-03-22
16247682427,Luiz Otavio Afonso,luizotavio.afonso@gmail.com,RN,1988-03-14
16264454266,Heloise Afonso,heloise.afonso@outlook.com,RS,1988-04-06
16292846719,Pedro Lucas Afonso,pedrolucas.afonso@outlook.com,RO,1989-06-29
16476817855,Elis Afonso,elis.afonso@hotmail.com,RR,1989-02-11
16620376785,Calebe Afonso,calebe.afonso@hotmail.com,SC,1989-05-15
16642218412,Betina Afonso,betina.afonso@outlook.com,AC,1988-02-23
16644350432,Joao Vitor Afonso,joãovitor.afonso@icloud.com,AL,1947-10-05
16645086993,Melinda Afonso,melinda.afonso@outlook.com,AP,1950-10-30
16649642416,Theo Afonso,theo.afonso@outlook.com,AM,1947-08-18
16724313459,Joao Pedro Afonso,joãopedro.afonso@outlook.com,BA,1988-07-22
16803516923,Bella Afonso,bella.afonso@outlook.com,CE,1989-01-07
16850781098,Agatha Afonso,agatha.afonso@hotmail.com,DF,1988-03-29
16955009255,Bernardo Afonso,bernardo.afonso@gmail.com,ES,1988-03-18
16960406505,Livia Afonso,livia.afonso@outlook.com,GO,1988-06-20
16966984144,Stella Afonso,stella.afonso@gmail.com,MA,1988-10-06
17079386122,Joao Lucas Afonso,joãolucas.afonso@hotmail.com,MT,1987-10-11
17159731498,Isadora Afonso,isadora.afonso@gmail.com,MS,1962-07-18
17167013880,Alicia Afonso,alicia.afonso@gmail.com,MG,1958-03-12
17179870326,Theo Afonso,theo.afonso@hotmail.com,PA,1958-02-13
17254489249,Heitor Afonso,heitor.afonso@icloud.com,PB,1950-10-23
17285076204,Fernando Afonso,fernando.afonso@icloud.com,PR,1989-06-03
17324576311,Helena Afonso,helena.afonso@hotmail.com,PE,1988-01-08
17352490651,Melinda Afonso,melinda.afonso@hotmail.com,PI,1983-11-30
17384574791,Rodrigo Afonso,rodrigo.afonso@icloud.com,RJ,1988-02-05
17457119605,Vitor Hugo Afonso,vitorhugo.afonso@hotmail.com,RN,1981-02-09
17507050448,Isabella Afonso,isabella.afonso@hotmail.com,RS,1988-10-12
17570578780,Jose Afonso,jose.afonso@icloud.com,RO,1988-07-09
17627000274,William  Afonso,william .afonso@hotmail.com,RR,1988-10-25
17641702100,Enrico Afonso,enrico.afonso@icloud.com,SC,1988-10-22
17652306726,Leticia Afonso,leticia.afonso@hotmail.com,AC,1935-12-21
17662107586,Ana Luiza Afonso,analuiza.afonso@outlook.com,AL,1932-10-16
17665954596,Perola Afonso,perola.afonso@gmail.com,AP,1970-10-08
17789902258,Lorenzo Afonso,lorenzo.afonso@gmail.com,AM,1947-03-06
17873594377,Valentina Afonso,valentina.afonso@outlook.com,BA,1956-06-16
17883845249,Bianca Afonso,bianca.afonso@outlook.com,CE,1988-01-24
17939981505,Olivia Afonso,olivia.afonso@hotmail.com,DF,1988-09-05
18023166420,Sophie Afonso,sophie.afonso@outlook.com,ES,1988-04-16
18058894832,Nathalia Afonso,nathalia.afonso@gmail.com,GO,1988-06-05
18092033713,Nathan Afonso,nathan.afonso@outlook.com,MA,1989-02-01
18119897727,Malu Afonso,malu.afonso@hotmail.com,MT,1988-08-11
18196916833,Augusto Afonso,augusto.afonso@icloud.com,MS,1988-01-10
18211503337,Luiza Afonso,luiza.afonso@icloud.com,MG,1962-05-17
18285147837,Malu Afonso,malu.afonso@outlook.com,PA,1968-08-12
18308751833,Antonio Afonso,antonio.afonso@icloud.com,PB,1962-07-03
18321180414,Adryan Afonso,adryan.afonso@outlook.com,PR,1961-01-06
18329909795,Esther Afonso,esther.afonso@gmail.com,PE,1934-05-13
18332744295,Joana Afonso,joana.afonso@gmail.com,PI,1959-06-24
18449677639,Maria Helena Afonso,mariahelena.afonso@icloud.com,RJ,1984-03-09
18478813255,Enzo Afonso,enzo.afonso@hotmail.com,RN,1988-01-15
18585702948,Maria Cecilia Afonso,mariacecilia.afonso@gmail.com,RS,1987-07-02
18681296230,Anthony Gabriel Afonso,anthonygabriel.afonso@hotmail.com,RO,1990-01-19
18781583497,Ana Julia Afonso,anajulia.afonso@icloud.com,RR,1990-07-27
18841902872,Esther Afonso,esther.afonso@outlook.com,SC,1988-07-20
18846360330,Alana Afonso,alana.afonso@icloud.com,AC,1987-11-25
18859136477,Iara Afonso,iara.afonso@outlook.com,AL,1987-02-18
18869074316,Pedro Afonso,pedro.afonso@gmail.com,AP,1988-02-29
18978159338,Leticia Afonso,leticia.afonso@outlook.com,AM,1988-01-14
19036012825,Isabelly Afonso,isabelly.afonso@icloud.com,BA,1983-11-19
19104823352,Felipe Afonso,felipe.afonso@icloud.com,CE,1988-07-28
19259562901,Eloa Afonso,eloa.afonso@gmail.com,DF,1987-06-11
19259622471,Davi Miguel Afonso,davimiguel.afonso@outlook.com,ES,1962-09-20
19278390834,Gabriel Afonso,gabriel.afonso@outlook.com,GO,1965-09-17
19282736772,Murilo Afonso,murilo.afonso@icloud.com,MA,1967-03-15
19292873070,Maria Sophia Afonso,mariasophia.afonso@outlook.com,MT,1945-09-11
19365772003,Rebeca Afonso,rebeca.afonso@icloud.com,MS,1952-08-10
19413094317,Antonella Afonso,antonella.afonso@icloud.com,MG,1987-11-30
19424523980,Malu Afonso,malu.afonso@icloud.com,PA,1988-04-27
19430572134,Ana Cecilia Afonso,anacecilia.afonso@hotmail.com,PB,1987-03-29
19442145962,Cecilia Afonso,cecilia.afonso@gmail.com,PR,1988-01-19
19493736496,Livia Afonso,livia.afonso@hotmail.com,PE,1988-07-05
19533293349,Joao Vitor Afonso,joãovitor.afonso@icloud.com,PI,1989-07-04
19558058564,Brenda Afonso,brenda.afonso@outlook.com,RJ,1960-04-27
19656282486,Clarice Afonso,clarice.afonso@outlook.com,RN,1965-09-06
19740455860,Clara Afonso,clara.afonso@hotmail.com,RS,1952-02-29
19756857302,Ana Luisa Afonso,analuisa.afonso@hotmail.com,RO,1960-06-03
19795305026,Noah Afonso,noah.afonso@outlook.com,RR,1938-04-14
19806756233,Derick Afonso,derick.afonso@gmail.com,SC,1960-09-09
19839854331,Luna Afonso,luna.afonso@outlook.com,AC,1987-02-23
19902237975,Isadora Afonso,isadora.afonso@gmail.com,AL,1988-07-31
19945411560,Zoe Afonso,zoe.afonso@icloud.com,AP,1988-08-07
19977697222,Ana Luiza Afonso,analuiza.afonso@gmail.com,AM,1988-09-30
20000274337,Isabel Afonso,isabel.afonso@hotmail.com,BA,1988-12-08
20034743499,Maria Cecilia Afonso,mariacecilia.afonso@icloud.com,CE,1987-12-30
20099995226,Helena Afonso,helena.afonso@gmail.com,DF,1988-08-30
20137450890,Bruna Afonso,bruna.afonso@outlook.com,ES,1959-08-09
20139407949,Henry Afonso,henry.afonso@gmail.com,GO,1967-07-13
20209971831,Sarah Afonso,sarah.afonso@icloud.com,MA,1962-11-22
20240670506,Daniel Afonso,daniel.afonso@outlook.com,MT,1963-11-09
20378591327,Augusto Afonso,augusto.afonso@outlook.com,MS,1941-09-30
20379747841,Ricardo Afonso,ricardo.afonso@hotmail.com,MG,1955-10-12
20443046636,Ana Laura Afonso,analaura.afonso@icloud.com,PA,1951-08-10
20466342189,Ana Afonso,ana.afonso@gmail.com,PB,1988-05-11
20517764937,Nathan Afonso,nathan.afonso@icloud.com,PR,1987-06-09
20551644726,Juan Afonso,juan.afonso@outlook.com,PE,1988-05-05
20661356268,Yasmin Afonso,yasmin.afonso@hotmail.com,PI,1988-05-12
20692075787,Ayla Afonso,ayla.afonso@gmail.com,RJ,1987-09-17
20693011174,Isadora Afonso,isadora.afonso@gmail.com,RN,1988-03-20
20766624261,Ana Julia Afonso,anajulia.afonso@icloud.com,RS,1960-08-22
20774254877,Maria Afonso,maria.afonso@icloud.com,RO,1950-05-08
20827486829,Alana Afonso,alana.afonso@icloud.com,RR,1966-03-01
20827884998,Nathan Afonso,nathan.afonso@outlook.com,SC,1986-11-20
20894262986,Melissa Afonso,melissa.afonso@icloud.com,AC,1988-10-17
20974988914,Laura Afonso,laura.afonso@outlook.com,AL,2001-05-05
20977775524,Marina Afonso,marina.afonso@gmail.com,AP,1998-05-16
20987169326,Malu Afonso,malu.afonso@outlook.com,AM,1988-07-22
20991199979,Davi Luiz  Afonso,daviluiz .afonso@gmail.com,BA,1987-09-03
21008189220,Lucas Gabriel Afonso,lucasgabriel.afonso@icloud.com,CE,1989-05-09
21011648204,Vicente Afonso,vicente.afonso@icloud.com,DF,1989-05-30
21099211390,Isabel Afonso,isabel.afonso@hotmail.com,ES,1987-04-10
21107213973,Isabelly Afonso,isabelly.afonso@icloud.com,GO,1987-02-22
21107453205,Kamilly Afonso,kamilly.afonso@hotmail.com,MA,1987-09-05
21108520770,Thomas Afonso,thomas.afonso@hotmail.com,MT,1989-01-30
21139460857,Arthur Gabriel Afonso,arthurgabriel.afonso@icloud.com,MS,1987-08-09
21175064071,Maria Laura Afonso,marialaura.afonso@hotmail.com,MG,1987-05-10
21191020615,Bella Afonso,bella.afonso@outlook.com,PA,1988-03-13
21212902371,Pedro Lucas Afonso,pedrolucas.afonso@gmail.com,PB,1988-11-07
21266848182,Igor Afonso,igor.afonso@hotmail.com,PR,1987-06-13
21276871529,Agatha Afonso,agatha.afonso@hotmail.com,PE,1986-07-24
21284623769,Josue Afonso,josue.afonso@gmail.com,PI,1965-02-16
21299267771,Joao Pedro Afonso,joãopedro.afonso@gmail.com,RJ,1974-10-12
21310397550,Nicole Afonso,nicole.afonso@outlook.com,RN,1966-01-20
21324338690,Jade Afonso,jade.afonso@gmail.com,RS,1960-05-17
21366096930,Joao Miguel Afonso,joãomiguel.afonso@hotmail.com,RO,1952-11-11
21374335785,Pedro Henrique Afonso,pedrohenrique.afonso@icloud.com,RR,1959-02-19
21466928047,Murilo Afonso,murilo.afonso@gmail.com,SC,1988-04-01
21469638618,Emilly Afonso,emilly.afonso@outlook.com,AC,1985-05-09
21473356780,Lucas Gabriel Afonso,lucasgabriel.afonso@outlook.com,AL,1988-06-15
21489804742,Maria Vitoria Afonso,mariavitoria.afonso@outlook.com,AP,1987-10-18
21495001171,Nomes Afonso,nomes.afonso@icloud.com,AM,1988-05-07
21553863725,Derick Afonso,derick.afonso@gmail.com,BA,1949-09-22
21572778728,Ravi Afonso,ravi.afonso@gmail.com,CE,1962-01-25
21661991239,Ana Vitoria Afonso,anavitoria.afonso@icloud.com,DF,1971-09-27
21662012886,Raul Afonso,raul.afonso@gmail.com,ES,1970-12-03
21702625692,Adryan Afonso,adryan.afonso@outlook.com,GO,1961-07-04
21737983063,Mirella Afonso,mirella.afonso@outlook.com,MA,1947-09-17
21742259281,Lavinia Afonso,lavinia.afonso@outlook.com,MT,1958-11-26
21747520994,Paulo  Afonso,paulo .afonso@gmail.com,MS,1985-12-11
21832790083,Ian Afonso,ian.afonso@outlook.com,MG,1989-03-06
21961610462,Mathias Afonso,mathias.afonso@icloud.com,PA,1988-05-12
22024919859,Ayla Sophia Afonso,aylasophia.afonso@outlook.com,PB,1986-12-02
22045774403,Gael Afonso,gael.afonso@outlook.com,PR,1988-03-17
22048499943,Davi Luiz Afonso,daviluiz.afonso@icloud.com,PE,1987-11-12
22082205827,Heloisa Afonso,heloisa.afonso@hotmail.com,PI,1988-01-11
22118247948,Isadora Afonso,isadora.afonso@gmail.com,RJ,1941-06-20
22152362277,Maria Sophia Afonso,mariasophia.afonso@outlook.com,RN,1964-10-09
22162361458,Ana Laura Afonso,analaura.afonso@icloud.com,RS,1970-09-03
22178660907,Ana Laura Afonso,analaura.afonso@gmail.com,RO,1941-12-18
22193657657,Rodrigo Afonso,rodrigo.afonso@icloud.com,RR,1958-03-19
22244320185,Cecilia Afonso,cecilia.afonso@gmail.com,SC,1950-02-16
22277271671,Carolina Afonso,carolina.afonso@outlook.com,AC,1954-07-13
22282288314,Ryan Afonso,ryan.afonso@gmail.com,AL,1945-12-18
22288945671,Calebe Afonso,calebe.afonso@hotmail.com,AP,1959-09-20
22304930404,Nicole Afonso,nicole.afonso@gmail.com,AM,1988-06-13
22305100992,Maria Heloisa Afonso,mariaheloisa.afonso@gmail.com,BA,1988-03-13
22306394333,Luiz Miguel Afonso,luizmiguel.afonso@hotmail.com,CE,1988-04-11
22306788154,Leticia Afonso,leticia.afonso@outlook.com,DF,1988-08-29
22336851470,Maria Vitoria Afonso,mariavitoria.afonso@outlook.com,ES,1988-12-07
22383979975,Rafael Afonso,rafael.afonso@outlook.com,GO,1984-03-21
22396858878,Adryan Afonso,adryan.afonso@gmail.com,MA,1989-10-19
22480838494,Joao Lucas Afonso,joãolucas.afonso@hotmail.com,MT,1962-03-06
22498626710,Joana Afonso,joana.afonso@outlook.com,MS,1965-04-17
22534089612,Yago Afonso,yago.afonso@icloud.com,MG,1970-03-20
22571822969,Alana Afonso,alana.afonso@icloud.com,PA,1970-02-01
22603046402,Yan Afonso,yan.afonso@hotmail.com,PB,1962-10-30
22612244000,Liz Afonso,liz.afonso@hotmail.com,PR,1963-10-13
22655073218,Sophie Afonso,sophie.afonso@icloud.com,PE,1958-12-03
22673199885,Isis Afonso,isis.afonso@gmail.com,PI,1987-06-29
22755244627,Ana Cecilia Afonso,anacecilia.afonso@outlook.com,RJ,1989-03-03
22840905443,Joao Pedro Afonso,joãopedro.afonso@icloud.com,RN,1987-01-21
22882480938,Ryan Afonso,ryan.afonso@gmail.com,RS,1988-04-10
22895576125,Caroline Afonso,caroline.afonso@outlook.com,RO,1979-02-16
22944417823,Maria Luiza Afonso,marialuiza.afonso@gmail.com,RR,1988-11-25
22968580908,Lais Afonso,lais.afonso@outlook.com,SC,1988-06-01
22986369337,Miguel Afonso,miguel.afonso@hotmail.com,AC,1964-10-24
22988931318,Hadassa Afonso,hadassa.afonso@icloud.com,AL,1961-02-22
23063019402,Yago Afonso,yago.afonso@icloud.com,AP,1953-01-26
23151102255,Lais Afonso,lais.afonso@outlook.com,AM,1952-07-15
23167181623,Sarah Afonso,sarah.afonso@gmail.com,BA,2003-09-19
23199590263,Enzo Gabriel Afonso,enzogabriel.afonso@hotmail.com,CE,1989-07-21
23219294776,Luiz Felipe Afonso,luizfelipe.afonso@gmail.com,DF,1989-11-10
23230672257,Sophia Afonso,sophia.afonso@gmail.com,ES,1988-05-31
23247720611,Kaique Afonso,kaique.afonso@gmail.com,GO,1987-05-07
23336203807,Joao Paulo Afonso,joãopaulo.afonso@hotmail.com,MA,1987-10-01
23343398975,Luiz Gustavo Afonso,luizgustavo.afonso@icloud.com,MT,1986-10-27
23367984233,Aurora Afonso,aurora.afonso@outlook.com,MS,1965-01-13
23442049390,Caleb Afonso,caleb.afonso@hotmail.com,MG,1960-03-12
23473256298,Ravi Afonso,ravi.afonso@outlook.com,PA,1953-02-12
23505912423,Ana Julia Afonso,anajulia.afonso@icloud.com,PB,2002-04-30
23506567370,Calebe Afonso,calebe.afonso@icloud.com,PR,1986-11-28
23507192640,Alexia Afonso,alexia.afonso@gmail.com,PE,1987-01-26
23546723112,Rodrigo Afonso,rodrigo.afonso@icloud.com,PI,1989-05-15
23561062547,Ana Vitoria Afonso,anavitoria.afonso@hotmail.com,RJ,1988-05-29
23561081938,Bella Afonso,bella.afonso@hotmail.com,RN,1988-11-22
23569882112,Maite Afonso,maite.afonso@icloud.com,RS,1988-02-03
23651007992,Heitor Afonso,heitor.afonso@outlook.com,RO,1987-11-10
23695554705,Pedro Miguel Afonso,pedromiguel.afonso@outlook.com,RR,1988-06-01
23765791590,Melinda Afonso,melinda.afonso@outlook.com,SC,1987-12-10
23771359644,Ana Julia Afonso,anajulia.afonso@outlook.com,AC,1983-07-20
23815462772,Ricardo Afonso,ricardo.afonso@outlook.com,AL,1956-07-04
23831872944,Kamilly Afonso,kamilly.afonso@hotmail.com,AP,1966-12-25
23838767663,Sophie Afonso,sophie.afonso@outlook.com,AM,1962-09-24
23961692568,icaro Afonso,icaro.afonso@icloud.com,BA,1989-10-03
23994168424,Ana Luiza Afonso,analuiza.afonso@outlook.com,CE,1988-09-16
24008070116,Arthur Gabriel Afonso,arthurgabriel.afonso@gmail.com,DF,1988-04-30
24099211651,Maria Vitoria Afonso,mariavitoria.afonso@gmail.com,ES,1988-08-30
24150683203,Yasmin Afonso,yasmin.afonso@hotmail.com,GO,1988-12-28
24218072266,Lucca Afonso,lucca.afonso@hotmail.com,MA,1988-02-24
24222864576,Pedro Lucas Afonso,pedrolucas.afonso@gmail.com,MT,1988-06-08
24314636656,Joao Lucas Afonso,joãolucas.afonso@icloud.com,MS,1962-09-10
24327220042,Maya Afonso,maya.afonso@outlook.com,MG,1965-08-19
24410840713,Heloise Afonso,heloise.afonso@hotmail.com,PA,1950-02-04
24429607913,Maria Clara Afonso,mariaclara.afonso@icloud.com,PB,1973-09-06
24432786010,Luiz Henrique Afonso,luizhenrique.afonso@gmail.com,PR,1962-12-11
24454775253,Luisa Afonso,luisa.afonso@outlook.com,PE,1967-01-21
24470638781,Nicolas Afonso,nicolas.afonso@hotmail.com,PI,1956-10-16
24526314645,Mikaela Afonso,mikaela.afonso@gmail.com,RJ,1955-11-18
24549740508,Isabel Afonso,isabel.afonso@icloud.com,RN,1938-12-06
24551986910,Ana Cecilia Afonso,anacecilia.afonso@icloud.com,RS,1958-06-13
24604107075,Vitoria Afonso,vitoria.afonso@gmail.com,RO,1988-06-20
24615710126,Ana Laura Afonso,analaura.afonso@icloud.com,RR,1987-10-03
24665689918,Isabel Afonso,isabel.afonso@gmail.com,SC,1988-03-28
24670944055,Maria Luisa Afonso,marialuisa.afonso@gmail.com,AC,1988-06-12
24689481274,Maria Valentina Afonso,mariavalentina.afonso@icloud.com,AL,1988-08-10
24728679595,Lorena Afonso,lorena.afonso@icloud.com,AP,1988-03-17
24752901094,Melissa Afonso,melissa.afonso@gmail.com,AM,1988-07-29
24765397406,Ana Luisa Afonso,analuisa.afonso@gmail.com,BA,1988-11-03
24797514087,Luna Afonso,luna.afonso@icloud.com,CE,1964-11-04
24820934889,Nicole Afonso,nicole.afonso@gmail.com,DF,1938-01-21
24915039531,Vitor Hugo Afonso,vitorhugo.afonso@hotmail.com,ES,1937-02-06
24972250563,Nathan Afonso,nathan.afonso@gmail.com,GO,1950-03-11
24978707628,Heitor Afonso,heitor.afonso@hotmail.com,MA,1946-01-02
24998704921,Igor Afonso,igor.afonso@outlook.com,MT,1987-07-23
25006091964,Lorenzo Afonso,lorenzo.afonso@icloud.com,MS,1987-11-11
25084320010,Ayla Sophia Afonso,aylasophia.afonso@gmail.com,MG,1988-08-12
25118024316,Davi Miguel Afonso,davimiguel.afonso@hotmail.com,PA,1987-10-01
25120916761,Julia Afonso,julia.afonso@outlook.com,PB,1988-12-28
25142194489,Leonardo Afonso,leonardo.afonso@gmail.com,PR,1989-06-12
25169410412,Theodoro Afonso,theodoro.afonso@outlook.com,PE,1938-06-04
25233637147,Elisa Afonso,elisa.afonso@outlook.com,PI,1988-08-22
25347780186,Francisco Afonso,francisco.afonso@hotmail.com,RJ,1988-06-19
25354930219,Adryan Afonso,adryan.afonso@icloud.com,RN,1988-05-02
25380937715,Davi Miguel Afonso,davimiguel.afonso@icloud.com,RS,1988-02-12
25387167025,Betina Afonso,betina.afonso@gmail.com,RO,1986-05-25
25429701801,Vicente Afonso,vicente.afonso@gmail.com,RR,1987-10-14
25429953109,Maria Vitoria Afonso,mariavitoria.afonso@outlook.com,SC,1988-03-19
25456744692,Matheus Afonso,matheus.afonso@gmail.com,AC,1987-01-14
25543675997,Maria Julia Afonso,mariajulia.afonso@gmail.com,AL,1988-08-31
25551657471,Benjamin Afonso,benjamin.afonso@hotmail.com,AP,1966-02-01
25552245319,Hadassa Afonso,hadassa.afonso@gmail.com,AM,1957-04-26
25557098970,Caroline Afonso,caroline.afonso@icloud.com,BA,1945-06-12
25689374997,Bruno Afonso,bruno.afonso@hotmail.com,CE,1956-03-01
25806137945,Alice Afonso,alice.afonso@icloud.com,DF,1950-12-30
25843919474,Theodoro Afonso,theodoro.afonso@hotmail.com,ES,1990-09-27
25847297106,Gael Afonso,gael.afonso@gmail.com,GO,1968-01-03
25859651661,Oliver Afonso,oliver.afonso@gmail.com,MA,1988-01-22
25883721875,Henry Afonso,henry.afonso@gmail.com,MT,1991-01-25
25905753832,Eloa Afonso,eloa.afonso@icloud.com,MS,1987-12-10
25962119126,Daniel Afonso,daniel.afonso@hotmail.com,MG,1988-04-20
25996741766,Bella Afonso,bella.afonso@gmail.com,PA,1987-12-25
26000375379,Isabella Afonso,isabella.afonso@outlook.com,PB,1963-06-03
26003988661,Hugo Afonso,hugo.afonso@hotmail.com,PR,1971-05-07
26032165931,Sophie Afonso,sophie.afonso@hotmail.com,PE,1968-07-23
26053579452,Diana Afonso,diana.afonso@icloud.com,PI,1963-06-06
26090598463,Nathan Afonso,nathan.afonso@icloud.com,RJ,1937-02-15
26106686357,Lucas Gabriel Afonso,lucasgabriel.afonso@outlook.com,RN,1945-03-02
26129850192,Ana Julia Afonso,anajulia.afonso@outlook.com,RS,1988-04-30
26145862029,Liz Afonso,liz.afonso@hotmail.com,RO,2000-03-08
26224532478,Arthur Afonso,arthur.afonso@gmail.com,RR,1995-10-19
26292669247,Catarina Afonso,catarina.afonso@gmail.com,SC,1989-01-13
26306517889,Antonio Afonso,antonio.afonso@outlook.com,AC,1988-05-30
26340808232,Arthur Afonso,arthur.afonso@icloud.com,AL,1988-04-26
26538853998,Maria Clara Afonso,mariaclara.afonso@icloud.com,AP,1987-07-21
26553002294,Elisa Afonso,elisa.afonso@icloud.com,AM,1952-07-04
26644959285,Yago Afonso,yago.afonso@outlook.com,BA,1961-12-11
26652132862,Davi Lucca Afonso,davilucca.afonso@hotmail.com,CE,1940-12-20
26655279585,Maria Elisa Afonso,mariaelisa.afonso@icloud.com,DF,1964-11-04
26659668821,Elisa Afonso,elisa.afonso@hotmail.com,ES,1941-09-27
26660362363,Davi  Afonso,davi .afonso@outlook.com,GO,1942-03-09
26670282750,Bernardo Afonso,bernardo.afonso@hotmail.com,MA,1988-04-04
26670702284,Nathalia Afonso,nathalia.afonso@hotmail.com,MT,1989-12-26
26673587943,Davi Afonso,davi.afonso@outlook.com,MS,1987-12-27
26677082658,Ricardo Afonso,ricardo.afonso@gmail.com,MG,1988-08-11
26700651000,Daniel Afonso,daniel.afonso@gmail.com,PA,1995-04-18
26716263402,Ana Clara Afonso,anaclara.afonso@outlook.com,PB,1987-09-26
26762999265,Agatha Afonso,agatha.afonso@gmail.com,PR,1987-10-31
26784360716,Joao Lucas Afonso,joãolucas.afonso@outlook.com,PE,1970-02-05
26882167865,Ana Carolina Afonso,anacarolina.afonso@icloud.com,PI,1961-12-22
26885922059,Davi Lucas Afonso,davilucas.afonso@outlook.com,RJ,1959-09-22
26895898569,Theo Afonso,theo.afonso@icloud.com,RN,1951-01-11
26930753466,Joaquim Afonso,joaquim.afonso@gmail.com,RS,1988-03-10
26956849228,Alicia Afonso,alicia.afonso@icloud.com,RO,2002-12-02
26986766661,Lucas Afonso,lucas.afonso@gmail.com,RR,2004-10-06
27001447170,Noah Afonso,noah.afonso@hotmail.com,SC,1988-10-07
27016421208,Isabella Afonso,isabella.afonso@icloud.com,AC,1989-04-21
27019349770,Rafaela Afonso,rafaela.afonso@outlook.com,AL,1988-11-12
27028391480,Betina Afonso,betina.afonso@gmail.com,AP,1988-11-30
27035583472,Luiz Otavio Afonso,luizotavio.afonso@outlook.com,AM,1965-08-14
27070804066,Sarah Afonso,sarah.afonso@hotmail.com,BA,1973-07-05
27093792237,Antonio Afonso,antonio.afonso@icloud.com,CE,1930-07-02
27129728156,Lis Afonso,lis.afonso@hotmail.com,DF,1959-04-05
27131742736,Alexia Afonso,alexia.afonso@hotmail.com,ES,1952-03-16
27140556359,Davi  Afonso,davi .afonso@outlook.com,GO,1955-01-01
27149144070,Thiago Afonso,thiago.afonso@outlook.com,MA,1987-06-28
27174094801,Giovanni  Afonso,giovanni .afonso@hotmail.com,MT,1988-03-25
